state_id,start_x,start_y,goal_x,goal_y,robot_x,robot_y,delta_x,delta_y,euclidean_dist,angle_to_goal,obs_dist_up,obs_dist_down,obs_dist_left,obs_dist_right,selected_action,joint_angle_1,joint_angle_2,path_length_so_far,reward,converged_flag,episode_id,time_step,obs_grid_flat_0,obs_grid_flat_1,obs_grid_flat_2,obs_grid_flat_3,obs_grid_flat_4,obs_grid_flat_5,obs_grid_flat_6,obs_grid_flat_7,obs_grid_flat_8,obs_grid_flat_9,obs_grid_flat_10,obs_grid_flat_11,obs_grid_flat_12,obs_grid_flat_13,obs_grid_flat_14,obs_grid_flat_15,obs_grid_flat_16,obs_grid_flat_17,obs_grid_flat_18,obs_grid_flat_19,obs_grid_flat_20,obs_grid_flat_21,obs_grid_flat_22,obs_grid_flat_23,obs_grid_flat_24
7974,2,0,1,4,1,3,0,1,1.0,90.0,0,1,1,2,1,66.53,106.24,8.66,0.92,1,5,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12652,1,3,2,1,3,2,-1,-1,1.41,-135.0,2,2,3,1,0,163.49,144.17,8.92,0.93,1,41,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2039,0,4,4,3,3,3,1,0,1.0,0.0,2,0,3,1,3,127.97,54.86,5.41,0.92,1,7,36,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13350,3,0,2,4,3,3,-1,1,1.41,135.0,3,1,3,1,1,40.85,37.12,6.88,0.99,1,36,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7150,2,3,1,1,3,1,-2,0,2.0,180.0,1,2,3,0,2,141.89,83.74,3.1,0.99,1,50,45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3064,1,4,4,3,1,3,3,0,3.0,0.0,0,1,1,3,3,40.58,28.56,5.88,0.93,1,49,40,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11253,0,1,3,4,2,2,1,2,2.24,63.43,2,0,2,2,3,127.23,164.66,4.76,0.94,1,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
12846,0,4,4,2,0,2,4,0,4.0,0.0,1,0,0,0,0,137.36,164.36,2.92,0.94,1,34,39,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
7766,4,3,0,3,1,4,-1,-1,1.41,-135.0,0,0,1,3,2,130.27,30.49,2.8,0.99,1,22,22,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
3069,4,4,3,1,2,3,1,-2,2.24,-63.43,3,1,1,2,0,140.24,47.87,6.21,0.97,1,38,41,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9439,3,4,3,1,2,1,1,0,1.0,0.0,1,0,2,2,3,100.89,15.66,5.91,0.99,1,41,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5287,3,1,0,0,2,4,-2,-4,4.47,-116.57,0,0,0,2,3,55.87,162.11,8.19,0.97,1,41,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7538,3,1,0,2,3,1,-3,1,3.16,161.57,1,0,3,1,2,124.37,60.57,6.38,0.98,1,38,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
10153,3,3,1,0,0,1,1,-1,1.41,-45.0,0,0,0,4,3,37.94,93.33,7.11,0.92,1,6,48,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910,4,4,0,1,2,3,-2,-2,2.83,-135.0,3,1,0,0,0,165.44,109.25,5.26,0.92,1,44,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
927,4,4,2,4,4,2,-2,2,2.83,135.0,0,0,4,0,2,151.46,121.92,8.85,0.96,1,9,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
681,2,4,4,2,4,4,0,-2,2.0,-90.0,3,0,0,0,0,36.44,94.47,8.27,0.93,1,1,39,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8235,0,4,4,0,0,2,4,-2,4.47,-26.57,1,2,0,3,0,94.94,87.24,7.94,0.92,1,49,36,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
14374,2,4,1,0,0,1,1,-1,1.41,-45.0,0,3,0,2,3,161.3,45.45,8.59,0.92,1,26,26,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13777,0,2,3,4,1,0,2,4,4.47,63.43,0,4,1,3,1,94.09,118.37,1.41,0.94,1,5,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12280,4,3,3,0,1,0,2,0,2.0,0.0,0,4,1,3,3,179.51,2.31,3.28,0.98,1,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7889,4,4,3,2,1,2,2,0,2.0,0.0,1,0,1,3,3,29.13,27.04,2.34,0.91,1,13,19,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
767,1,2,1,1,0,1,1,0,1.0,0.0,1,3,0,3,3,160.42,46.67,9.43,0.94,1,26,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14557,2,1,1,3,1,4,0,-1,1.0,-90.0,4,0,1,0,0,154.25,69.31,1.88,0.94,1,13,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
11860,1,3,3,3,2,2,1,1,1.41,45.0,2,2,0,2,1,52.74,46.18,2.37,0.99,1,18,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,1,3,2,3,3,2,-1,1,1.41,135.0,1,2,2,1,1,79.71,131.85,2.52,0.93,1,5,13,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,4,3,3,3,1,0,1.0,0.0,3,0,1,1,3,171.62,63.26,8.05,0.96,1,39,33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
6081,1,4,4,4,2,3,2,1,2.24,26.57,2,1,0,2,1,117.15,47.67,8.33,0.97,1,7,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
14667,3,1,2,4,4,4,-2,0,2.0,180.0,4,0,4,0,2,27.83,34.35,4.67,0.99,1,29,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6490,2,3,3,4,1,2,2,2,2.83,45.0,2,2,1,1,1,71.35,143.06,5.03,0.96,1,34,32,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
14863,0,0,0,2,2,3,-2,-1,2.24,-153.43,2,1,0,2,0,154.83,10.99,4.46,0.9,1,23,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9446,2,3,0,4,3,1,-3,3,4.24,135.0,1,0,3,0,2,7.49,105.39,7.39,0.94,1,30,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8822,2,3,1,3,0,3,1,0,1.0,0.0,0,1,0,4,3,95.44,7.79,4.86,1.0,1,13,41,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10673,4,1,3,0,0,4,3,-4,5.0,-53.13,2,0,0,1,0,134.46,146.93,8.84,0.93,1,39,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
11472,4,1,3,2,2,0,1,2,2.24,63.43,0,4,2,1,1,156.97,5.96,7.85,0.94,1,29,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11796,1,0,0,1,0,4,0,-3,3.0,-90.0,0,0,0,2,3,153.32,20.45,2.64,0.91,1,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4590,3,3,3,3,1,2,2,1,2.24,26.57,1,2,1,3,1,39.23,117.65,4.59,0.95,1,46,32,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7858,0,3,0,2,0,3,0,-1,1.0,-90.0,2,0,0,4,0,67.65,83.7,7.92,0.97,1,26,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
9925,2,3,4,2,2,0,2,2,2.83,45.0,0,4,2,2,1,53.13,46.58,9.3,0.95,1,12,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
758,1,2,1,4,2,2,-1,2,2.24,116.57,0,0,2,2,2,82.15,147.65,2.78,0.93,1,10,44,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3560,3,4,0,4,3,3,-3,1,3.16,161.57,3,1,0,1,1,111.05,59.93,1.61,0.97,1,33,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5612,4,0,0,3,2,1,-2,2,2.83,135.0,0,1,2,1,1,85.82,103.06,9.38,0.92,1,42,49,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
10881,2,1,2,0,3,2,-1,-2,2.24,-116.57,2,0,2,1,0,84.68,168.32,7.81,0.95,1,40,27,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9122,1,2,4,0,0,3,4,-3,5.0,-36.87,3,1,0,3,0,163.74,69.26,8.53,0.99,1,19,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13715,2,4,0,4,3,4,-3,0,3.0,180.0,4,0,1,1,2,25.08,154.27,4.91,0.99,1,42,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1073,1,2,3,2,2,2,1,0,1.0,0.0,2,2,2,2,3,85.28,42.06,9.25,0.96,1,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
8678,0,0,4,4,4,4,0,0,0.0,0.0,0,0,1,0,2,94.78,32.23,9.12,0.9,1,6,24,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0
1131,3,0,0,3,4,1,-4,2,4.47,153.43,0,0,1,0,2,109.42,140.75,6.99,0.99,1,31,40,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5260,3,0,4,4,2,2,2,2,2.83,45.0,2,1,2,2,1,13.23,92.29,5.55,0.93,1,29,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3611,4,2,0,2,2,2,-2,0,2.0,180.0,0,2,2,2,2,159.2,106.31,2.83,0.96,1,45,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3428,2,3,3,0,0,3,3,-3,4.24,-45.0,3,1,0,0,0,34.14,106.11,2.2,0.97,1,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
87,4,2,1,3,4,3,-3,0,3.0,180.0,3,1,4,0,2,94.5,166.07,1.9,0.96,1,39,14,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
13635,0,3,1,4,2,4,-1,0,1.0,180.0,1,0,2,0,2,50.19,102.82,7.51,0.98,1,27,21,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
8082,4,2,2,3,0,3,2,0,2.0,0.0,0,1,0,3,3,26.58,14.69,9.92,0.91,1,36,19,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6220,1,3,0,4,4,2,-4,2,4.47,153.43,2,2,3,0,1,175.41,34.89,2.45,0.98,1,41,17,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,0,2,0,1,0,1,0,0,0.0,0.0,1,3,0,0,0,137.17,114.51,2.92,0.97,1,27,29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5336,2,1,2,0,3,4,-1,-4,4.12,-104.04,0,0,3,1,2,139.8,77.34,7.41,0.92,1,31,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7853,0,3,2,3,3,3,-1,0,1.0,180.0,1,1,1,1,2,176.47,176.66,6.4,0.9,1,42,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1972,3,1,3,2,3,3,0,-1,1.0,-90.0,3,1,2,1,0,160.39,148.93,8.39,0.91,1,37,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
7565,2,3,1,3,0,2,1,1,1.41,45.0,0,2,0,4,1,7.21,96.77,8.19,0.92,1,12,42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11118,2,4,2,2,0,0,2,2,2.83,45.0,0,4,0,0,1,4.2,42.27,2.97,0.99,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
13550,2,4,2,3,0,4,2,-1,2.24,-26.57,0,0,0,3,3,13.94,32.26,6.34,0.91,1,19,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1786,1,2,4,4,1,2,3,2,3.61,33.69,2,1,1,3,1,163.23,13.73,6.58,0.97,1,24,30,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
12100,3,3,0,3,2,3,-2,0,2.0,180.0,3,1,2,2,2,104.44,33.32,1.08,0.95,1,40,42,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10305,0,4,0,0,3,2,-3,-2,3.61,-146.31,1,1,3,1,0,53.5,166.34,8.91,0.96,1,17,31,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5079,3,2,3,3,0,2,3,1,3.16,18.43,2,2,0,4,1,113.95,170.64,2.67,0.99,1,25,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2055,3,0,1,4,2,2,-1,2,2.24,116.57,2,0,2,2,2,12.57,167.41,9.53,1.0,1,13,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
14128,2,2,2,3,0,3,2,0,2.0,0.0,0,0,0,4,3,109.22,53.79,3.95,0.91,1,45,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11863,3,4,0,3,2,2,-2,1,2.24,153.43,2,2,2,2,1,17.99,81.31,8.08,1.0,1,44,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,3,3,2,0,3,0,-1,0,1.0,180.0,0,4,3,1,2,121.47,72.66,7.27,0.96,1,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9121,0,1,0,4,3,4,-3,0,3.0,180.0,2,0,3,1,2,149.54,160.89,3.63,0.96,1,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2739,3,0,3,2,4,3,-1,-1,1.41,-135.0,3,1,0,0,0,23.35,82.04,4.04,0.93,1,32,50,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14674,2,2,0,4,4,1,-4,3,5.0,143.13,1,3,0,0,1,32.36,84.05,9.76,0.94,1,19,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13432,2,4,1,1,1,2,0,-1,1.0,-90.0,2,2,1,3,0,70.7,142.23,5.55,0.96,1,31,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10493,3,0,2,3,1,1,1,2,2.24,63.43,1,0,0,3,3,178.2,88.76,5.37,0.95,1,3,49,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
14782,2,2,1,3,2,4,-1,-1,1.41,-135.0,0,0,2,1,2,37.8,8.68,6.31,0.94,1,32,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23,4,0,3,0,4,0,-1,0,1.0,180.0,0,0,1,0,2,22.88,42.6,8.27,0.99,1,6,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5327,2,0,2,2,0,1,2,1,2.24,26.57,1,1,0,4,1,44.83,142.78,2.24,0.91,1,26,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0
1762,1,2,3,2,0,1,3,1,3.16,18.43,1,3,0,4,1,174.61,174.24,5.19,0.96,1,27,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14768,2,4,0,0,1,0,-1,0,1.0,180.0,0,4,1,3,2,49.45,88.55,6.76,0.91,1,24,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12878,3,4,0,3,2,3,-2,0,2.0,180.0,0,1,2,0,2,107.91,149.33,1.94,0.97,1,24,39,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6396,4,1,3,1,0,1,3,0,3.0,0.0,1,1,0,1,3,113.59,37.4,6.61,1.0,1,19,34,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,3,0,0,4,1,4,-1,0,1.0,180.0,0,0,1,1,2,90.64,82.23,5.43,0.95,1,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
699,3,4,4,0,2,4,2,-4,4.47,-63.43,4,0,2,2,0,68.1,51.58,8.36,0.97,1,34,13,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
14702,3,2,2,0,4,4,-2,-4,4.47,-116.57,4,0,4,0,0,4.64,168.31,1.91,0.96,1,31,36,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,2,2,2,3,2,4,0,-1,1.0,-90.0,4,0,2,2,0,173.86,84.91,9.29,0.94,1,50,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
14348,4,1,4,2,3,1,1,1,1.41,45.0,1,0,3,1,3,60.46,50.47,1.89,0.91,1,31,38,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
7170,0,2,4,1,1,2,3,-1,3.16,-18.43,2,1,1,3,0,87.03,26.29,9.47,0.95,1,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
11238,4,3,3,0,2,3,1,-3,3.16,-71.57,1,1,2,2,0,156.74,84.21,4.13,0.98,1,36,46,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1925,4,1,1,1,2,0,-1,1,1.41,135.0,0,4,2,0,1,2.68,0.79,5.38,0.98,1,45,29,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8408,1,1,0,2,1,3,-1,-1,1.41,-135.0,2,1,1,1,0,122.41,51.13,2.63,0.9,1,50,45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14092,2,2,4,4,2,1,2,3,3.61,56.31,1,2,2,1,1,45.39,33.3,9.04,0.96,1,41,19,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5480,4,4,3,1,2,3,1,-2,2.24,-63.43,0,1,2,1,3,108.42,146.32,1.51,0.98,1,45,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3354,2,3,1,1,4,3,-3,-2,3.61,-146.31,3,1,0,0,0,10.48,168.1,7.68,1.0,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
7174,4,2,1,2,4,2,-3,0,3.0,180.0,2,2,4,0,2,80.98,158.6,2.26,0.94,1,28,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
13943,2,2,1,1,1,1,0,0,0.0,0.0,1,3,0,3,0,104.39,175.81,5.62,0.95,1,40,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,3,3,2,1,3,2,-1,2.24,-26.57,0,1,1,2,3,178.68,42.43,6.3,0.97,1,42,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
14004,3,3,1,0,3,4,-2,-4,4.47,-116.57,3,0,0,0,0,48.72,87.34,9.09,0.95,1,50,28,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
8940,0,1,4,4,1,0,3,4,5.0,53.13,0,4,0,1,1,56.46,14.36,6.87,0.95,1,22,35,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3793,0,0,3,3,3,1,0,2,2.0,90.0,1,3,3,1,1,158.9,17.09,3.88,0.95,1,35,33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9846,4,1,3,1,1,4,2,-3,3.61,-56.31,4,0,1,0,0,122.05,9.38,7.04,0.95,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3670,1,3,4,4,1,0,3,4,5.0,53.13,0,0,1,0,2,80.79,31.08,1.98,0.97,1,25,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12577,0,1,1,4,4,1,-3,3,4.24,135.0,1,0,4,0,2,17.66,161.59,6.76,0.93,1,13,31,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
13752,4,1,4,4,1,4,3,0,3.0,0.0,2,0,0,3,3,117.73,168.68,4.24,0.91,1,10,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10092,1,3,0,0,4,0,-4,0,4.0,180.0,0,1,0,0,1,16.06,142.8,9.33,0.98,1,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
7640,0,2,0,4,0,3,0,1,1.0,90.0,1,1,0,4,1,173.54,130.09,4.27,0.96,1,20,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,3,0,3,4,0,2,3,2,3.61,33.69,0,2,0,4,1,146.78,30.85,4.93,0.95,1,44,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846,1,3,2,2,0,2,2,0,2.0,0.0,2,0,0,3,3,174.55,46.41,5.27,0.94,1,33,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2302,1,2,1,3,3,0,-2,3,3.61,123.69,0,1,0,1,1,4.27,106.49,1.5,0.99,1,3,32,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
5275,4,2,3,0,4,0,-1,0,1.0,180.0,0,0,2,0,2,90.05,66.54,4.39,0.95,1,36,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5656,2,4,4,3,1,4,3,-1,3.16,-18.43,0,0,1,1,3,63.99,74.08,2.97,0.94,1,34,23,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
7467,2,2,2,1,4,2,-2,-1,2.24,-153.43,2,0,4,0,0,39.75,140.37,8.41,0.97,1,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2937,4,4,0,3,2,0,-2,3,3.61,123.69,0,0,2,2,2,58.96,39.75,4.02,0.97,1,16,42,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3582,0,1,2,1,1,0,1,1,1.41,45.0,0,0,1,3,3,94.4,173.17,6.13,0.98,1,13,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9073,1,4,4,2,4,4,0,-2,2.0,-90.0,4,0,3,0,0,16.18,21.18,1.92,0.94,1,6,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12086,4,1,4,0,4,3,0,-3,3.0,-90.0,3,1,2,0,0,174.51,168.9,8.48,0.96,1,38,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7421,4,1,0,3,4,3,-4,0,4.0,180.0,3,0,4,0,2,4.75,175.27,6.99,0.96,1,1,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
3026,3,2,1,4,4,2,-3,2,3.61,146.31,2,0,1,0,2,49.98,33.36,1.41,0.98,1,15,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
8611,3,0,1,4,2,1,-1,3,3.16,108.43,0,3,2,2,1,176.71,20.99,4.14,0.94,1,13,27,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5731,2,4,1,2,4,2,-3,0,3.0,180.0,1,2,4,0,2,141.89,38.72,1.43,0.95,1,12,32,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2662,1,2,1,3,4,4,-3,-1,3.16,-161.57,0,0,4,0,2,96.49,23.89,2.94,0.91,1,11,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8385,2,4,1,0,2,4,-1,-4,4.12,-104.04,4,0,2,1,0,74.75,119.8,2.76,0.91,1,22,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11427,4,0,2,1,1,1,1,0,1.0,0.0,1,0,0,3,3,154.21,45.73,4.41,0.92,1,7,48,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
